Model,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,F1_Class0_Neg,F1_Class1_Pos,Training_Time_Sec
BERT (bert-base-uncased),0.9416,0.9417,0.9415,0.9416,0.9409,0.9422,1497.3
